name,type,diameter_mm,length_mm,din,gost,strength_class,thread,coating,unit_erp,weight_g_per_piece,weight_source,price_supplier,unit_supplier,price_per_piece_rub,price_note,raw
Гайка M48x3 DIN 934 ГОСТ 5915-70 цинк,Гайка,48.0,3.0,DIN 934,ГОСТ 5915-70,,,цинк,шт,1010.0,справочник ГОСТ,395.74,кг,399.6974,расчёт: 395.74 руб/кг ÷ 1.0 шт/кг,"Гайка 48х3 DIN 934 ГОСТ 5915-70 цинк, Кг"
Гайка M4 DIN 934 ГОСТ 5915-70,Гайка,4.0,,DIN 934,ГОСТ 5915-70,,,без покрытия,шт,0.75,справочник ГОСТ,423.61,кг,0.317708,расчёт: 423.61 руб/кг ÷ 1333.3 шт/кг,"Гайка  4 DIN 934 ГОСТ 5915-70 без покрытия, Кг"
Гайка M5 DIN 934 ГОСТ 5915-70,Гайка,5.0,,DIN 934,ГОСТ 5915-70,,,без покрытия,шт,1.41,справочник ГОСТ,342.99,кг,0.483616,расчёт: 342.99 руб/кг ÷ 709.2 шт/кг,"Гайка  5 DIN 934 ГОСТ 5915-70 без покрытия, Кг"
Гайка M60 DIN 934 ГОСТ 5915-70,Гайка,60.0,,DIN 934,ГОСТ 5915-70,,,без покрытия,шт,,,577.27,кг,,,"Гайка 60 DIN 934 ГОСТ 5915-70 без покрытия, Кг"
Гайка M64 DIN 934 ГОСТ 5915-70,Гайка,64.0,,DIN 934,ГОСТ 5915-70,,,без покрытия,шт,,,169.82,кг,,,"Гайка 64 DIN 934 ГОСТ 5915-70 без покрытия, Кг"
Гайка M6 DIN 596,Гайка,6.0,,DIN 596,,,,,шт,2.23,справочник ГОСТ,9.14,шт,9.14,цена за шт от поставщика,"Гайка  6 Эриксона с плоской головкой DIN 596, Шт"
Гайка M8 DIN 596,Гайка,8.0,,DIN 596,,,,,шт,5.26,справочник ГОСТ,9.14,шт,9.14,цена за шт от поставщика,"Гайка  8 Эриксона с плоской головкой DIN 596, Шт"
Шайба M20 ГОСТ 32484,Шайба,20.0,,,ГОСТ 32484,,,без покрытия,шт,15.5,справочник ГОСТ,754,кг,11.687,расчёт: 754 руб/кг ÷ 64.5 шт/кг,"Шайба 20 исп.1 ГОСТ32484 высокопрочная без покрытия, Кг"
Шайба M24 ГОСТ 52646-2006,Шайба,24.0,,,ГОСТ 52646-2006,,,без покрытия,шт,25.0,справочник ГОСТ,725,кг,18.125,расчёт: 725 руб/кг ÷ 40.0 шт/кг,"Шайба 24 ГОСТ 52646-2006 высокопрочная без покрытия, Кг"
Шайба M3 DIN 127 ГОСТ 6402-70,Шайба,3.0,,DIN 127,ГОСТ 6402-70,,,без покрытия,шт,,,308,кг,,,"Шайба  3 DIN 127 ГОСТ 6402-70 гровер без покрытия, Кг"
Шайба M14 DIN 127 ГОСТ 6402-70,Шайба,14.0,,DIN 127,ГОСТ 6402-70,,,без покрытия,шт,8.9,справочник ГОСТ,290,кг,2.581,расчёт: 290 руб/кг ÷ 112.4 шт/кг,"Шайба 14 DIN 127 ГОСТ 6402-70 гровер без покрытия, Кг"
Шайба M3 DIN 127 ГОСТ 6402-70 цинк,Шайба,3.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,,,348,кг,,,"Шайба  3 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M4 DIN 127 ГОСТ 6402-70 цинк,Шайба,4.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,0.27,справочник ГОСТ,348,кг,0.09396,расчёт: 348 руб/кг ÷ 3703.7 шт/кг,"Шайба  4 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M5 DIN 127 ГОСТ 6402-70 цинк,Шайба,5.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,0.52,справочник ГОСТ,348,кг,0.18096,расчёт: 348 руб/кг ÷ 1923.1 шт/кг,"Шайба  5 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M6 DIN 127 ГОСТ 6402-70 цинк,Шайба,6.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,0.85,справочник ГОСТ,261,кг,0.22185,расчёт: 261 руб/кг ÷ 1176.5 шт/кг,"Шайба  6 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M8 DIN 127 ГОСТ 6402-70 цинк,Шайба,8.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,1.92,справочник ГОСТ,290,кг,0.5568,расчёт: 290 руб/кг ÷ 520.8 шт/кг,"Шайба  8 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M10 DIN 127 ГОСТ 6402-70 цинк,Шайба,10.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,3.51,справочник ГОСТ,261,кг,0.91611,расчёт: 261 руб/кг ÷ 284.9 шт/кг,"Шайба 10 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M12 DIN 127 ГОСТ 6402-70 цинк,Шайба,12.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,5.92,справочник ГОСТ,261,кг,1.54512,расчёт: 261 руб/кг ÷ 168.9 шт/кг,"Шайба 12 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M14 DIN 127 ГОСТ 6402-70 цинк,Шайба,14.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,8.9,справочник ГОСТ,290,кг,2.581,расчёт: 290 руб/кг ÷ 112.4 шт/кг,"Шайба 14 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M16 DIN 127 ГОСТ 6402-70 цинк,Шайба,16.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,13.1,справочник ГОСТ,261,кг,3.4191,расчёт: 261 руб/кг ÷ 76.3 шт/кг,"Шайба 16 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M18 DIN 127 ГОСТ 6402-70 цинк,Шайба,18.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,17.2,справочник ГОСТ,290,кг,4.988,расчёт: 290 руб/кг ÷ 58.1 шт/кг,"Шайба 18 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M20 DIN 127 ГОСТ 6402-70 цинк,Шайба,20.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,22.9,справочник ГОСТ,261,кг,5.9769,расчёт: 261 руб/кг ÷ 43.7 шт/кг,"Шайба 20 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M36 DIN 127 ГОСТ 6402-70 цинк,Шайба,36.0,,DIN 127,ГОСТ 6402-70,,,цинк,шт,115.0,справочник ГОСТ,319,кг,36.685,расчёт: 319 руб/кг ÷ 8.7 шт/кг,"Шайба 36 DIN 127 ГОСТ 6402-70 гровер цинк, Кг"
Шайба M5 DIN 125 ГОСТ 11371-78,Шайба,5.0,,DIN 125,ГОСТ 11371-78,,,без покрытия,шт,0.58,справочник ГОСТ,292.6,кг,0.169708,расчёт: 292.6 руб/кг ÷ 1724.1 шт/кг,"Шайба  5 DIN 125 ГОСТ 11371-78 плоская без покрытия, Кг"
Шайба M16 DIN 125 ГОСТ 11371-78,Шайба,16.0,,DIN 125,ГОСТ 11371-78,,,без покрытия,шт,9.8,справочник ГОСТ,218,кг,2.1364,расчёт: 218 руб/кг ÷ 102.0 шт/кг,"Шайба 16 DIN 125 ГОСТ 11371-78 плоская без покрытия, Кг"
Шайба M20 DIN 125 ГОСТ 11371-78,Шайба,20.0,,DIN 125,ГОСТ 11371-78,,,без покрытия,шт,15.5,справочник ГОСТ,290,кг,4.495,расчёт: 290 руб/кг ÷ 64.5 шт/кг,"Шайба 20 DIN 125 ГОСТ 11371-78 плоская без покрытия, Кг"
Шайба M56 DIN 125 ГОСТ 11371-78,Шайба,56.0,,DIN 125,ГОСТ 11371-78,,,без покрытия,шт,,,287.79,кг,,,"Шайба 56 DIN 125 ГОСТ 11371-78 плоская без покрытия, Кг"
Шайба M3 DIN 125 ГОСТ 11371-78 цинк,Шайба,3.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,0.18,справочник ГОСТ,308,кг,0.05544,расчёт: 308 руб/кг ÷ 5555.6 шт/кг,"Шайба  3 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M4 DIN 125 ГОСТ 11371-78 цинк,Шайба,4.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,0.36,справочник ГОСТ,286,кг,0.10296,расчёт: 286 руб/кг ÷ 2777.8 шт/кг,"Шайба  4 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M5 DIN 125 ГОСТ 11371-78 цинк,Шайба,5.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,0.58,справочник ГОСТ,323.4,кг,0.187572,расчёт: 323.4 руб/кг ÷ 1724.1 шт/кг,"Шайба  5 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M6 DIN 125 ГОСТ 11371-78 цинк,Шайба,6.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,0.91,справочник ГОСТ,217.5,кг,0.197925,расчёт: 217.5 руб/кг ÷ 1098.9 шт/кг,"Шайба  6 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M8 DIN 125 ГОСТ 11371-78 цинк,Шайба,8.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,1.8,справочник ГОСТ,217.5,кг,0.3915,расчёт: 217.5 руб/кг ÷ 555.6 шт/кг,"Шайба  8 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M10 DIN 125 ГОСТ 11371-78 горячий цинк,Шайба,10.0,,DIN 125,ГОСТ 11371-78,,,горячий цинк,шт,3.35,справочник ГОСТ,308.33,кг,1.032905,расчёт: 308.33 руб/кг ÷ 298.5 шт/кг,"Шайба 10 DIN 125 ГОСТ 11371-78 плоская горячее цинкование, Кг"
Шайба M10 DIN 125 ГОСТ 11371-78 цинк,Шайба,10.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,3.35,справочник ГОСТ,217.5,кг,0.728625,расчёт: 217.5 руб/кг ÷ 298.5 шт/кг,"Шайба 10 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M12 DIN 125 ГОСТ 11371-78 цинк,Шайба,12.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,5.1,справочник ГОСТ,218,кг,1.1118,расчёт: 218 руб/кг ÷ 196.1 шт/кг,"Шайба 12 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M14 DIN 125 ГОСТ 11371-78 цинк,Шайба,14.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,7.6,справочник ГОСТ,290,кг,2.204,расчёт: 290 руб/кг ÷ 131.6 шт/кг,"Шайба 14 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M16 DIN 125 ГОСТ 11371-78 цинк,Шайба,16.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,9.8,справочник ГОСТ,217.5,кг,2.1315,расчёт: 217.5 руб/кг ÷ 102.0 шт/кг,"Шайба 16 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M18 DIN 125 ГОСТ 11371-78 цинк,Шайба,18.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,12.5,справочник ГОСТ,290,кг,3.625,расчёт: 290 руб/кг ÷ 80.0 шт/кг,"Шайба 18 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M20 DIN 125 ГОСТ 11371-78 цинк,Шайба,20.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,15.5,справочник ГОСТ,159.5,кг,2.47225,расчёт: 159.5 руб/кг ÷ 64.5 шт/кг,"Шайба 20 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M22 DIN 125 ГОСТ 11371-78 цинк,Шайба,22.0,,DIN 125,ГОСТ 11371-78,,,цинк,шт,20.0,справочник ГОСТ,290,кг,5.8,расчёт: 290 руб/кг ÷ 50.0 шт/кг,"Шайба 22 DIN 125 ГОСТ 11371-78 плоская цинк, Кг"
Шайба M6 DIN 9021 ГОСТ 6958,Шайба,6.0,,DIN 9021,ГОСТ 6958,,,без покрытия,шт,2.3,справочник ГОСТ,308,кг,0.7084,расчёт: 308 руб/кг ÷ 434.8 шт/кг,"Шайба  6 DIN 9021 ГОСТ 6958 увеличенная без покрытия, Кг"
Шайба M30 DIN 9021 ГОСТ 6958,Шайба,30.0,,DIN 9021,ГОСТ 6958,,,без покрытия,шт,,,261,кг,,,"Шайба 30 DIN 9021 ГОСТ 6958 увеличенная без покрытия, Кг"
Шайба M3 DIN 9021 ГОСТ 6958 цинк,Шайба,3.0,,DIN 9021,ГОСТ 6958,,,цинк,шт,,,338.8,кг,,,"Шайба  3 DIN 9021 ГОСТ 6958 увеличенная цинк, Кг"
Шайба M4 DIN 9021 ГОСТ 6958 цинк,Шайба,4.0,,DIN 9021,ГОСТ 6958,,,цинк,шт,0.84,справочник ГОСТ,290,кг,0.2436,расчёт: 290 руб/кг ÷ 1190.5 шт/кг,"Шайба  4 DIN 9021 ГОСТ 6958 увеличенная цинк, Кг"
Шайба M5 DIN 9021 ГОСТ 6958 цинк,Шайба,5.0,,DIN 9021,ГОСТ 6958,,,цинк,шт,1.52,справочник ГОСТ,290,кг,0.4408,расчёт: 290 руб/кг ÷ 657.9 шт/кг,"Шайба  5 DIN 9021 ГОСТ 6958 увеличенная цинк, Кг"
Шайба M6 DIN 9021 ГОСТ 6958 цинк,Шайба,6.0,,DIN 9021,ГОСТ 6958,,,цинк,шт,2.3,справочник ГОСТ,290,кг,0.667,расчёт: 290 руб/кг ÷ 434.8 шт/кг,"Шайба  6 DIN 9021 ГОСТ 6958 увеличенная цинк, Кг"
Шайба M8 DIN 9021 ГОСТ 6958 цинк,Шайба,8.0,,DIN 9021,ГОСТ 6958,,,цинк,шт,5.25,справочник ГОСТ,290,кг,1.5225,расчёт: 290 руб/кг ÷ 190.5 шт/кг,"Шайба  8 DIN 9021 ГОСТ 6958 увеличенная цинк, Кг"
Шайба M10 DIN 9021 ГОСТ 6958 цинк,Шайба,10.0,,DIN 9021,ГОСТ 6958,,,цинк,шт,9.2,справочник ГОСТ,174,кг,1.6008,расчёт: 174 руб/кг ÷ 108.7 шт/кг,"Шайба 10 DIN 9021 ГОСТ 6958 увеличенная цинк, Кг"
Шайба M12 DIN 9021 ГОСТ 6958 цинк,Шайба,12.0,,DIN 9021,ГОСТ 6958,,,цинк,шт,14.8,справочник ГОСТ,205,кг,3.034,расчёт: 205 руб/кг ÷ 67.6 шт/кг,"Шайба 12 DIN 9021 ГОСТ 6958 увеличенная цинк, Кг"
Шайба M14 DIN 9021 ГОСТ 6958 цинк,Шайба,14.0,,DIN 9021,ГОСТ 6958,,,цинк,шт,23.0,справочник ГОСТ,174,кг,4.002,расчёт: 174 руб/кг ÷ 43.5 шт/кг,"Шайба 14 DIN 9021 ГОСТ 6958 увеличенная цинк, Кг"
Шайба M16 DIN 9021 ГОСТ 6958 цинк,Шайба,16.0,,DIN 9021,ГОСТ 6958,,,цинк,шт,31.0,справочник ГОСТ,189,кг,5.859,расчёт: 189 руб/кг ÷ 32.3 шт/кг,"Шайба 16 DIN 9021 ГОСТ 6958 увеличенная цинк, Кг"
Шайба M20 DIN 9021 ГОСТ 6958 цинк,Шайба,20.0,,DIN 9021,ГОСТ 6958,,,цинк,шт,52.0,справочник ГОСТ,232,кг,12.064,расчёт: 232 руб/кг ÷ 19.2 шт/кг,"Шайба 20 DIN 9021 ГОСТ 6958 увеличенная цинк, Кг"
Шайба M42 DIN 9021 ГОСТ 6958 цинк,Шайба,42.0,,DIN 9021,ГОСТ 6958,,,цинк,шт,,,851.69,кг,,,"Шайба 42 DIN 9021 ГОСТ 6958 увеличенная цинк, Кг"
Болт M6x16 DIN 931 ГОСТ 7798-70,Болт,6.0,16.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,2.57,линейная интерполяция ГОСТ,354.2,кг,0.910294,расчёт: 354.2 руб/кг ÷ 389.1 шт/кг,"Болт  6х 16 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная,"
Болт M6x20 DIN 931 ГОСТ 7798-70,Болт,6.0,20.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,3.14,линейная интерполяция ГОСТ,269.7,кг,0.846858,расчёт: 269.7 руб/кг ÷ 318.5 шт/кг,"Болт  6х 20 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная,"
Болт M6x25 DIN 931 ГОСТ 7798-70,Болт,6.0,25.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,3.85,линейная интерполяция ГОСТ,227.65,кг,0.876453,расчёт: 227.65 руб/кг ÷ 259.7 шт/кг,"Болт  6х 25 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная,"
Болт M6x30 DIN 931 ГОСТ 7798-70,Болт,6.0,30.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,4.56,линейная интерполяция ГОСТ,229.85,кг,1.048116,расчёт: 229.85 руб/кг ÷ 219.3 шт/кг,"Болт  6х 30 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная,"
Болт M6x35 DIN 931 ГОСТ 7798-70,Болт,6.0,35.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,5.27,линейная интерполяция ГОСТ,238.02,кг,1.254365,расчёт: 238.02 руб/кг ÷ 189.8 шт/кг,"Болт  6х 35 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная,"
Болт M6x45 DIN 931 ГОСТ 7798-70,Болт,6.0,45.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,6.69,линейная интерполяция ГОСТ,195.27,кг,1.306356,расчёт: 195.27 руб/кг ÷ 149.5 шт/кг,"Болт  6х 45 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная,"
Болт M6x50 DIN 931 ГОСТ 7798-70,Болт,6.0,50.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,7.4,линейная интерполяция ГОСТ,308.0,кг,2.2792,расчёт: 308.0 руб/кг ÷ 135.1 шт/кг,"Болт  6х 50 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная,"
Болт M6x55 DIN 931 ГОСТ 7798-70,Болт,6.0,55.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,8.11,линейная интерполяция ГОСТ,195.27,кг,1.58364,расчёт: 195.27 руб/кг ÷ 123.3 шт/кг,"Болт  6х 55 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная,"
Болт M6x65 DIN 931 ГОСТ 7798-70,Болт,6.0,65.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,9.53,линейная интерполяция ГОСТ,184.8,кг,1.761144,расчёт: 184.8 руб/кг ÷ 104.9 шт/кг,"Болт  6х 65 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная,"
Болт M8x30 DIN 931 ГОСТ 7798-70,Болт,8.0,30.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,9.97,линейная интерполяция ГОСТ,232.0,кг,2.31304,расчёт: 232.0 руб/кг ÷ 100.3 шт/кг,"Болт  8х 30 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная,"
Болт M8x45 DIN 931 ГОСТ 7798-70,Болт,8.0,45.0,DIN 931,ГОСТ 7798-70,5.8,неполная,без покрытия,шт,14.8,линейная интерполяция ГОСТ,233.43,кг,3.454764,расчёт: 233.43 руб/кг ÷ 67.6 шт/кг,"Болт  8х 45 без покрытия DIN 931 ГОСТ 7798-70 КЛ.ПР.5.8 резьба неполная,"
